Título	Autor	Editora	Ano	ISBN	Idioma	Capa	Páginas	Altura (cm)	Largura (cm)	Peso (g)	Estante	Preço R$	Frete R$	Total R$	Fotos
Revolução No Futuro	Kurt Vonnegut Jr.	Círculo do Livro	1974	ND	Português	Dura	402	20	13	486	Literatura Estrangeira	15	12.95	27.95	https://wa.me/5511981350566?text=Oi! Quero fotos do Revolução No Futuro, de Kurt Vonnegut Jr.
Roberto E Lily	Lily Marinho	Record	2004	9788501071668	Português	Dura	182	24	16	503	Biografias	10	13.50	23.50	https://wa.me/5511981350566?text=Oi! Quero fotos do Roberto E Lily, de Lily Marinho
Roleta Chilena	Alfredo sirkis	Círculo do Livro	1983	ND	Português	Dura	176	21	13	333	Ciências Políticas	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Roleta Chilena, de Alfredo sirkis
Rolling Stones In Their Own Words	David Dalton; Mick Farren	Omnibus Press	1985	9780860015413	Inglês	Mole	144	25	18	425	Biografias	10	12.20	22.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Rolling Stones In Their Own Words, de David Dalton; Mick Farren
Romance De Uma Rainha	J. W. Rochester	FEB	ND	ND	Português	Mole	344	18	13	290	Literatura Estrangeira	10	10.00	20.00	https://wa.me/5511981350566?text=Oi! Quero fotos do Romance De Uma Rainha, de J. W. Rochester
Romance De Uma Rainha - Vol. 1	J. W. Rochester	FEB	ND	ND	Português	Mole	376	18	13	322	Literatura Estrangeira	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Romance De Uma Rainha - Vol. 1, de J. W. Rochester
Romeu E Julieta	William Shakespeare	LDA	1988	ND	Português	Mole	96	18	13	90	Literatura Estrangeira	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Romeu E Julieta, de William Shakespeare
Rua Descalça	José Mauro de Vasconcelos	Melhoramentos	1969	ND	Português	Mole	192	21	14	286	Literatura Brasileira	10	10.00	20.00	https://wa.me/5511981350566?text=Oi! Quero fotos do Rua Descalça, de José Mauro de Vasconcelos
Rugas	Paco Roca	Devir	2017	9788575326213	Português	Dura	104	26	20	587	HQs	60	14.25	74.25	https://wa.me/5511981350566?text=Oi! Quero fotos do Rugas, de Paco Roca
Sabor E Gestão: Boas Ideias Para Alimentação Fora Do Lar	Francisco Flavio Pezzino de Oliveira	Futura	2008	9788573335095	Português	Mole	176	27	20	448	Negócios	10	12.20	22.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Sabor E Gestão: Boas Ideias Para Alimentação Fora Do Lar, de Francisco Flavio Pezzino de Oliveira
Sabores, Memórias E Imigração: Galegos E Andaluzes	Dolores Martin Rodriguez Corner	Prismas	2017	9788555076244	Português	Mole	248	21	14	337	Gastronomia	30	10.65	40.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Sabores, Memórias E Imigração: Galegos E Andaluzes, de Dolores Martin Rodriguez Corner
Sandman Apresenta #1	Mike Carey; Peter Gross; Steve Leialoha	Brainstore	ND	ND	Português	Mole	48	26	17	115	HQs	15	7.80	22.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Sandman Apresenta #1, de Mike Carey; Peter Gross; Steve Leialoha
Sandman Apresenta #2	Mike Carey; Peter Gross; Steve Leialoha	Brainstore	ND	ND	Português	Mole	48	26	17	111	HQs	15	7.80	22.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Sandman Apresenta #2, de Mike Carey; Peter Gross; Steve Leialoha
Sandman Apresenta #3	Mike Carey; Peter Gross; Steve Leialoha	Brainstore	ND	ND	Português	Mole	48	26	17	129	HQs	15	7.80	22.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Sandman Apresenta #3, de Mike Carey; Peter Gross; Steve Leialoha
Sandman Apresenta #4	Mike Carey; Peter Gross; Steve Leialoha	Brainstore	ND	ND	Português	Mole	48	26	17	110	HQs	15	7.80	22.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Sandman Apresenta #4, de Mike Carey; Peter Gross; Steve Leialoha
Sandman Apresenta #5	Carey; Ormston; Brubaker; Talbot	Brainstore	ND	ND	Português	Mole	48	26	17	109	HQs	15	7.80	22.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Sandman Apresenta #5, de Carey; Ormston; Brubaker; Talbot
Sandman Apresenta #6	Carey; Gross; Brubaker; Talbot	Brainstore	ND	ND	Português	Mole	48	26	17	115	HQs	15	7.80	22.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Sandman Apresenta #6, de Carey; Gross; Brubaker; Talbot
Sandman Apresenta #7	Carey; Gross; Brubaker; Talbot	Brainstore	ND	ND	Português	Mole	48	26	17	115	HQs	15	7.80	22.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Sandman Apresenta #7, de Carey; Gross; Brubaker; Talbot
Sandman Apresenta Lucifer Cartas Na Mesa #1	Mike Carey; Chris Weston; James Hodgkins	Brainstore	2002	9788587595409	Português	Mole	50	26	17	129	HQs	10	7.80	17.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Sandman Apresenta Lucifer Cartas Na Mesa #1, de Mike Carey; Chris Weston; James Hodgkins
Sandman Apresenta Lucifer Cartas Na Mesa #2	Mike Carey; Chris Weston; James Hodgkins	Brainstore	2002	9788587595416	Português	Mole	50	26	17	114	HQs	10	7.80	17.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Sandman Apresenta Lucifer Cartas Na Mesa #2, de Mike Carey; Chris Weston; James Hodgkins
São Jorge Dos Ilhéus	Jorge Amado	Record	1979	ND	Português	Dura	328	22	15	473	Literatura Brasileira	10	12.95	22.95	https://wa.me/5511981350566?text=Oi! Quero fotos do São Jorge Dos Ilhéus, de Jorge Amado
Sarandi Na Ciranda Da Vida	Eneas Canhadas	Mundo Maior	2004	9788587430533	Português	Mole	144	21	14	198	Religião	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Sarandi Na Ciranda Da Vida, de Eneas Canhadas
Saúde Da Mulher	José Aristodemo Pinotti	Contexto	1998	9788572441001	Português	Mole	134	21	14	178	Saúde	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Saúde Da Mulher, de José Aristodemo Pinotti
Saúde Mental, Reabilitação E Atenção Básica	Vicentini; Trenche; Kahhale; Almeida	Artgraph	2016	9788562882227	Português	Mole	260	21	16	374	Psicologia	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do Saúde Mental, Reabilitação E Atenção Básica, de Vicentini; Trenche; Kahhale; Almeida
Se Eu Ficar	Gayle Forman	Novo Conceito	2014	9788581635415	Português	Mole	224	23	16	326	Literatura Estrangeira	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Se Eu Ficar, de Gayle Forman
Se Os Gatos Desaparecessem Do Mundo	Genki Kawamura	Bertrand Brasil	2024	9786558382867	Português	Mole	176	20	13	270	Literatura Estrangeira	30	10.00	40.00	https://wa.me/5511981350566?text=Oi! Quero fotos do Se Os Gatos Desaparecessem Do Mundo, de Genki Kawamura
Seara Vermelha	Jorge Amado	Record	1979	ND	Português	Dura	336	22	15	471	Literatura Estrangeira	10	12.95	22.95	https://wa.me/5511981350566?text=Oi! Quero fotos do Seara Vermelha, de Jorge Amado
Second Best	Francine Pascal	Sweet Valley	1988	9780553155631	Inglês	Mole	104	19	13	100	Juvenil	35	7.10	42.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Second Best, de Francine Pascal
Séculos XX E XXI: O Que Permanece E O Que Se Transforma	Luiz Miller de Paiva; Outros	Lemos	ND	ND	Português	Mole	110	21	14	167	Filosofia	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Séculos XX E XXI: O Que Permanece E O Que Se Transforma, de Luiz Miller de Paiva; Outros
Sede De Voar	Nathan de Castro	Scortecci	2012	9788536625225	Português	Mole	120	21	14	190	Poesia	30	8.55	38.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Sede De Voar, de Nathan de Castro
Segredos Secretos	Fanny Abramovich; Elisabeth Teixeira	Atual	1997	9788570569080	Português	Mole	32	24	17	100	Juvenil	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Segredos Secretos, de Fanny Abramovich; Elisabeth Teixeira
Segundo Eu Me Chamo Antônio	Pedro Gabriel	Intrínseca	2014	9788580576290	Português	Mole	192	18	14	335	Autoajuda	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Segundo Eu Me Chamo Antônio, de Pedro Gabriel
Senzala	Salvador Gentile	IDE	1989	ND	Português	Mole	288	18	14	296	Romance Espírita	10	10.00	20.00	https://wa.me/5511981350566?text=Oi! Quero fotos do Senzala, de Salvador Gentile
Ser De Luz	Henrique Campos Sangiorgi	Littera Maciel	1985	ND	Português	Mole	110	22	15	206	Poesia	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Ser De Luz, de Henrique Campos Sangiorgi
Série Provas E Concursos Curso De Redação E Gramática: Teoria E Teste	Renato Aquino	Impetus	2001	9788587002235	Português	Mole	476	24	17	799	Didático	10	16.65	26.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Série Provas E Concursos Curso De Redação E Gramática: Teoria E Teste, de Renato Aquino
Serões De Dona Benta	Monteiro, Lobato	Círculo do Livro	1985	ND	Português	Dura	212	22	14	381	Infantil	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do Serões De Dona Benta, de Monteiro, Lobato
Sexualidade E Infância: A Sexualidade Como Tema Transversal	Ana Maria Faccioli de Camargo; Claudia Ribeiro	Moderna	1999	9788516025489	Português	Mole	144	21	14	207	Pedagogia	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Sexualidade E Infância: A Sexualidade Como Tema Transversal, de Ana Maria Faccioli de Camargo; Claudia Ribeiro
Sexualidade Na Adolescência: Dilemas E Crescimento	Moacir Costa	L&PM	1986	ND	Português	Mole	176	21	14	240	Sociologia	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Sexualidade Na Adolescência: Dilemas E Crescimento, de Moacir Costa
Shadowland	Alyson Noel	St Margins	2010	9780312650056	Inglês	Mole	350	21	14	372	Literatura Estrangeira	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do Shadowland, de Alyson Noel
Shadows Of Evil	Carlton Smith	St Margins	2001	9780312978877	Inglês	Mole	274	17	10	170	Literatura Estrangeira	30	8.55	38.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Shadows Of Evil, de Carlton Smith
Shadows Of Steel	Dale Brown	Thorndike Press	1996	9780786207794	Inglês	Dura	576	22	14	732	Literatura Estrangeira	40	16.00	56.00	https://wa.me/5511981350566?text=Oi! Quero fotos do Shadows Of Steel, de Dale Brown
Shimmer	Alyson Noel	Square Fish	2011	9780312648251	Inglês	Mole	196	21	14	230	Literatura Estrangeira	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Shimmer, de Alyson Noel
Short Stories For Discussion	Albert K. Ridout; Jesse Stuart	Charles Scribner's Sons	1968	ND	Português	Mole	490	20	14	575	Literatura Estrangeira	10	14.25	24.25	https://wa.me/5511981350566?text=Oi! Quero fotos do Short Stories For Discussion, de Albert K. Ridout; Jesse Stuart
Sigismundo Do Mundo Amarelo	Eliane Ganem; Regina Yolanda	José Olympio	1987	9788503001649	Português	Mole	58	23	16	158	Infantil	10	8.55	18.55	https://wa.me/5511981350566?text=Oi! Quero fotos do Sigismundo Do Mundo Amarelo, de Eliane Ganem; Regina Yolanda
Simples	Marcelo Carneiro da Cunha	Record	2000	9788501073235	Português	Mole	282	21	14	420	Literatura Brasileira	10	12.20	22.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Simples, de Marcelo Carneiro da Cunha
Simples E Saborosas	Nair Dabus Maluf	Escrituras	2000	9788586303838	Português	Dura	174	26	18	639	Gastronomia	10	14.85	24.85	https://wa.me/5511981350566?text=Oi! Quero fotos do Simples E Saborosas, de Nair Dabus Maluf
Sin City A Grande Matança #1	Frank Miller	Panda Books	ND	ND	Português	Mole	40	26	17	108	HQs	10	7.80	17.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Sin City A Grande Matança #1, de Frank Miller
Sin City A Grande Matança #2	Frank Miller	Panda Books	ND	ND	Português	Mole	40	26	17	92	HQs	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Sin City A Grande Matança #2, de Frank Miller
Sin City A Grande Matança #3	Frank Miller	Panda Books	ND	ND	Português	Mole	40	26	17	94	HQs	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Sin City A Grande Matança #3, de Frank Miller
Sin City A Grande Matança #4	Frank Miller	Panda Books	ND	ND	Português	Mole	40	26	17	68	HQs	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Sin City A Grande Matança #4, de Frank Miller
Sin City A Grande Matança #5	Frank Miller	Panda Books	ND	ND	Português	Mole	40	26	17	102	HQs	10	7.80	17.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Sin City A Grande Matança #5, de Frank Miller
Sin To Win	Marc Lewis	Capstone	2002	9781841123110	Inglês	Mole	210	21	17	400	Autoajuda	45	11.45	56.45	https://wa.me/5511981350566?text=Oi! Quero fotos do Sin To Win, de Marc Lewis
Sinfonia Do Caos	Felipe Turner	Book Express	2015	9788567620565	Português	Mole	56	21	14	100	Poesia	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Sinfonia Do Caos, de Felipe Turner
Singularidade Na Inclusão	Nivea Fabricio; Vania Souza; Vera Zimmermann	Pulso	2007	9788589892285	Português	Mole	176	23	16	329	Pedagogia	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Singularidade Na Inclusão, de Nivea Fabricio; Vania Souza; Vera Zimmermann
Six Sigma	Mikel Harry; Richard Schroeder	Doubleday	2000	9780385494373	Inglês	Dura	300	24	17	628	Negócios	10	14.85	24.85	https://wa.me/5511981350566?text=Oi! Quero fotos do Six Sigma, de Mikel Harry; Richard Schroeder
Sixteen (Em Chinês)	Luiza Araujo	Do Autor	2017	9788592353025	Chinês	Mole	146	20	13	210	Literatura Brasileira	30	9.20	39.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Sixteen (Em Chinês), de Luiza Araujo
Sixteen: Love Through Time	Luiza Araujo	Do Autor	2017	9788592353032	Inglês	Mole	162	20	13	230	Literatura Brasileira	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Sixteen: Love Through Time, de Luiza Araujo
Sixteen: O Amor Através Dos Tempos	Luiza Araujo	Do Autor	2017	9788592353001	Português	Mole	146	20	13	210	Literatura Brasileira	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Sixteen: O Amor Através Dos Tempos, de Luiza Araujo
Skreemer #1	Peter Milligan; Brett Ewins; Steve Dillon	Abril	ND	ND	Português	Mole	28	26	17	84	HQs	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Skreemer #1, de Peter Milligan; Brett Ewins; Steve Dillon
Skreemer #2	Peter Milligan; Brett Ewins; Steve Dillon	Abril	ND	ND	Português	Mole	28	26	17	84	HQs	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Skreemer #2, de Peter Milligan; Brett Ewins; Steve Dillon
Skreemer #3	Peter Milligan; Brett Ewins; Steve Dillon	Abril	ND	ND	Português	Mole	28	26	17	84	HQs	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Skreemer #3, de Peter Milligan; Brett Ewins; Steve Dillon
Skreemer #4	Peter Milligan; Brett Ewins; Steve Dillon	Abril	ND	ND	Português	Mole	28	26	17	84	HQs	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Skreemer #4, de Peter Milligan; Brett Ewins; Steve Dillon
Skreemer #5	Peter Milligan; Brett Ewins; Steve Dillon	Abril	ND	ND	Português	Mole	28	26	17	80	HQs	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Skreemer #5, de Peter Milligan; Brett Ewins; Steve Dillon
Skreemer #6	Peter Milligan; Brett Ewins; Steve Dillon	Abril	ND	ND	Português	Mole	28	26	17	80	HQs	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Skreemer #6, de Peter Milligan; Brett Ewins; Steve Dillon
Só O Amor É Real	Brian L. Weiss	Salamandra	1996	9788528101409	Português	Mole	206	21	14	298	Autoajuda	10	10.00	20.00	https://wa.me/5511981350566?text=Oi! Quero fotos do Só O Amor É Real, de Brian L. Weiss
SOA Na Prática	Nicolai M. Josuttis	Oreilly	2008	9788576081845	Português	Mole	260	24	17	447	Tecnologia	10	12.20	22.20	https://wa.me/5511981350566?text=Oi! Quero fotos do SOA Na Prática, de Nicolai M. Josuttis
Sobre A Potencialidade Da Alma	Santo Agostinho	Folha de S. Paulo	2015	9788581932491	Português	Dura	160	24	16	381	Religião	15	11.45	26.45	https://wa.me/5511981350566?text=Oi! Quero fotos do Sobre A Potencialidade Da Alma, de Santo Agostinho
Sobre O Amor	Ajahn Jayasaro	Mosteiro Budista Theravada	2013	9789898147905	Português	Mole	76	21	14	120	Religião	170	7.80	177.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Sobre O Amor, de Ajahn Jayasaro
Sobrevivendo Nas Redes: Guia Do Cidadão	Bernardo Sorj; Outros	Moderna	2018	9788516111571	Português	Mole	80	21	14	139	Comunicação	10	7.80	17.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Sobrevivendo Nas Redes: Guia Do Cidadão, de Bernardo Sorj; Outros
Solteira E Feliz Da Vida!	Amanda Ford	Butterfly	2007	9788588477681	Português	Mole	208	21	14	330	Autoajuda	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Solteira E Feliz Da Vida!, de Amanda Ford
Sonetos De Bocage	Manuel Maria Barbosa Du Bocage	Nucleo	1995	9788572630801	Português	Mole	100	15	10	90	Poesia	10	7.10	17.10	https://wa.me/5511981350566?text=Oi! Quero fotos do Sonetos De Bocage, de Manuel Maria Barbosa Du Bocage
Sonhando E Realizando	Cesar Romão	Mandarim	2001	9788535402094	Português	Mole	148	21	14	210	Autoajuda	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Sonhando E Realizando, de Cesar Romão
Soon	Lewis Blackwell; Chris Ashworth	Laurence King	2001	9780970877918	Português	Dura	192	29	25	1424	Design	100	25.45	125.45	https://wa.me/5511981350566?text=Oi! Quero fotos do Soon, de Lewis Blackwell; Chris Ashworth
Sophie And The Rising Sun	Augusta Trobaugh	Plume	2002	9780452283497	Inglês	Mole	214	20	13	220	Literatura Estrangeira	20	9.20	29.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Sophie And The Rising Sun, de Augusta Trobaugh
SOS Amor	Lidia Rosenberg Aratangy	Primavera Editorial	2015	9788561977719	Português	Mole	196	23	16	390	Autoajuda	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do SOS Amor, de Lidia Rosenberg Aratangy
Sounds Of A Powwow - Teachers Edition	Bill Martin Jr; Peggy Brogan	Holt, Rnehart and Winston	1974	9780030892653	Inglês	Dura	352	23	17	742	Didático	60	16.00	76.00	https://wa.me/5511981350566?text=Oi! Quero fotos do Sounds Of A Powwow - Teachers Edition, de Bill Martin Jr; Peggy Brogan
Spy Girl: Perigo	CHRISTINE HARRIS	Fundamento	2008	9788576762379	Português	Mole	128	23	16	321	Juvenil	10	10.65	20.65	https://wa.me/5511981350566?text=Oi! Quero fotos do Spy Girl: Perigo, de CHRISTINE HARRIS
Stick Dog	Tom Watson	Fundamento	2017	9788539512379	Português	Mole	190	23	16	300	Juvenil	10	10.00	20.00	https://wa.me/5511981350566?text=Oi! Quero fotos do Stick Dog, de Tom Watson
Stress Ocupacional: Uma Abordagem Pessoal E Empresarial	Alvaro Duarte Cardoso da Silva Netto	Worklin	ND	ND	Português	Mole	144	16	15	244	Psicologia	10	9.20	19.20	https://wa.me/5511981350566?text=Oi! Quero fotos do Stress Ocupacional: Uma Abordagem Pessoal E Empresarial, de Alvaro Duarte Cardoso da Silva Netto
Stupid White Men: Uma Nação De Idiotas	Michael Moore	Francis	2003	9788589362146	Português	Mole	288	23	16	482	Humor	10	12.95	22.95	https://wa.me/5511981350566?text=Oi! Quero fotos do Stupid White Men: Uma Nação De Idiotas, de Michael Moore
Sua Saúde Na Nova Era	Camillo Marassi Leijoto	Madras	2003	9788573746440	Português	Mole	226	23	16	368	Saúde	10	11.45	21.45	https://wa.me/5511981350566?text=Oi! Quero fotos do Sua Saúde Na Nova Era, de Camillo Marassi Leijoto
Sweet Valley Twins: Second Best	Francine Pascal; Jamie Suzanne	Bantam	1988	9780553156652	Inglês	Mole	104	19	13	109	Juvenil	10	7.80	17.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Sweet Valley Twins: Second Best, de Francine Pascal; Jamie Suzanne
Sybil	Flora Rheta Schreiber	Nova Época	1971	ND	Português	Mole	328	21	14	475	Literatura Estrangeira	20	12.95	32.95	https://wa.me/5511981350566?text=Oi! Quero fotos do Sybil, de Flora Rheta Schreiber
Tales Of The Alhambra For Children	Irving; Gonzalez; Vera	Comares	2000	9788484442233	Inglês	Mole	178	24	16	556	Infantil	150	14.25	164.25	https://wa.me/5511981350566?text=Oi! Quero fotos do Tales Of The Alhambra For Children, de Irving; Gonzalez; Vera
Taxi Nach Leipzig	Friedhelm Werremeier	Rowohlt	1973	9783499421884	Alemão	Mole	122	19	11	102	Literatura Estrangeira	15	7.80	22.80	https://wa.me/5511981350566?text=Oi! Quero fotos do Taxi Nach Leipzig, de Friedhelm Werremeier
